,Price,Address,Floor,Bathroom,Bedroom,Land,Road,City,Face
365,38000000,Bhaisepati,2.5,4.0,4,1197.875,13.0,Lalitpur,West
366,85000000,Bhaisepati,2.5,5.0,4,2738.0,13.0,Lalitpur,West
367,50000000,Bhaisepati,3.0,5.0,4,1882.37,13.0,Lalitpur,West
368,70000000,Bhaisepati,3.0,3.0,5,2121.95,13.0,Lalitpur,West
369,28500000,Bhaisepati,3.0,3.0,4,1197.875,13.0,Lalitpur,West
370,31100000,Bhaisepati,3.5,4.0,4,1163.65,13.0,Lalitpur,West
372,35600000,Bhaisepati,3.5,4.0,3,1390.39,13.0,Lalitpur,West
373,45000000,Bhaisepati,3.5,4.0,4,1540.125,13.0,Lalitpur,West
374,68000000,Bhaisepati,3.5,5.0,5,2053.5,13.0,Lalitpur,West
375,51000000,Bhaisepati,3.5,5.0,7,1916.6,13.0,Lalitpur,West
376,46000000,Bhaisepati,3.5,3.0,4,1540.125,13.0,Lalitpur,West
378,31000000,Bhaisepati,3.0,4.0,7,1197.87,13.0,Lalitpur,West
379,42500000,Bhaisepati,3.0,4.0,7,1711.25,13.0,Lalitpur,West
380,45000000,Bhaisepati,2.5,3.0,6,2053.5,13.0,Lalitpur,West
381,47500000,Bhaisepati,2.5,5.0,8,1882.375,13.0,Lalitpur,West
382,37000000,Bhaisepati,2.5,4.0,5,1369.0,13.0,Lalitpur,West
383,33500000,Bhaisepati,2.5,4.0,3,1349.0973,13.0,Lalitpur,West
384,40000000,Bhaisepati,2.5,4.0,5,1967.93,13.0,Lalitpur,West
385,50000000,Bhaisepati,2.5,4.0,4,1625.6875,13.0,Lalitpur,West
386,14000000,Bhaktapur,2.0,2.0,3,1095.2,14.0,Bhaktapur,West
387,17000000,Bhaktapur,2.0,2.0,4,1369.0,10.0,Bhaktapur,East
388,20000000,Bhaktapur,3.0,3.0,4,1026.75,20.0,Bhaktapur,South East
389,21500000,Bhaktapur,3.0,1.0,9,2053.5,20.0,Bhaktapur,West
390,32500000,Bhaktapur,2.0,4.0,4,2395.75,20.0,Bhaktapur,South
393,27500000,Bhaktapur,3.5,3.0,3,1711.25,13.0,Bhaktapur,West
394,27500000,Bhaktapur,3.5,3.0,3,1711.25,13.0,Bhaktapur,West
395,43000000,Bhaktapur,3.5,4.0,5,2395.75,13.0,Bhaktapur,West
396,34500000,Bhaktapur,2.5,3.0,4,1711.25,13.0,Bhaktapur,West
397,13500000,Bhaktapur,2.5,2.0,3,1197.87,13.0,Bhaktapur,West
398,36500000,Bhangal,3.0,3.0,6,1369.0,13.0,Kathmandu,West
399,37500000,Bhangal,3.0,5.0,5,1437.45,13.0,Kathmandu,West
401,29500000,Bhangal,3.0,4.0,7,1129.425,13.0,Kathmandu,West
402,18000000,Bhangal,2.0,3.0,5,1369.0,13.0,Kathmandu,West
403,28500000,Bhangal,2.5,3.0,4,1095.2,13.0,Kathmandu,West
404,24000000,Bhangal,3.0,5.0,6,1048.14,13.0,Kathmandu,West
406,37500000,Bhangal,3.0,4.0,7,1026.75,13.0,Kathmandu,West
407,24000000,Bhangal,3.0,5.0,6,1048.14,13.0,Kathmandu,West
408,25000000,Bhangal,3.0,4.0,7,1197.875,13.0,Kathmandu,West
409,23000000,Bhangal,3.0,4.0,5,1437.45,13.0,Kathmandu,West
410,38500000,Bhangal,3.0,5.0,6,1711.25,13.0,Kathmandu,West
411,37500000,Bhangal,3.0,4.0,6,1711.25,13.0,Kathmandu,West
413,35000000,Bhangal,3.0,4.0,5,1369.0,13.0,Kathmandu,West
414,34000000,Bhangal,2.5,4.0,4,1283.43,13.0,Kathmandu,West
415,38900000,Bhangal,2.5,5.0,7,1581.195,13.0,Kathmandu,West
416,16500000,Bhangal,2.5,4.0,5,1197.875,13.0,Kathmandu,South West
417,16500000,Bhangal,3.0,4.0,5,1454.5625,13.0,Kathmandu,South West
418,17900000,Bhangal,3.0,5.0,5,1454.5625,14.0,Kathmandu,East
419,19900000,Bhangal,3.0,5.0,6,1112.3125,12.0,Kathmandu,South West
420,21000000,Bhangal,2.5,6.0,6,1112.31,12.0,Kathmandu,West
421,21000000,Bhangal,2.0,4.0,5,1454.5625,13.0,Kathmandu,West
422,21000000,Bhangal,2.5,3.0,6,1026.75,20.0,Kathmandu,East
423,21500000,Bhangal,3.0,5.0,5,1454.5625,13.0,Kathmandu,East
424,21500000,Bhangal,3.0,5.0,5,1454.5625,13.0,Kathmandu,South
425,21500000,Bhangal,3.0,5.0,6,1454.5625,20.0,Kathmandu,North East
426,22000000,Bhangal,2.5,5.0,7,1069.53,13.0,Kathmandu,East
427,23000000,Bhangal,3.0,5.0,5,1369.0,13.0,Kathmandu,West
428,23800000,Bhangal,2.5,5.0,5,1454.56,13.0,Kathmandu,East
429,23800000,Bhangal,3.0,6.0,6,1369.0,18.0,Kathmandu,East
430,24000000,Bhangal,3.0,6.0,6,1369.0,14.0,Kathmandu,South East
431,24000000,Bhangal,3.0,6.0,6,1369.0,15.0,Kathmandu,North West
432,25000000,Bhangal,3.0,3.0,4,1369.0,13.0,Kathmandu,East
433,27000000,Bhangal,2.5,4.0,5,1369.0,12.0,Kathmandu,South East
434,27500000,Bhangal,3.0,6.0,6,1369.0,14.0,Kathmandu,East
435,28500000,Bhangal,2.5,3.0,4,1095.2,9.0,Kathmandu,East
436,28500000,Bhangal,3.0,6.0,6,1796.8125,20.0,Kathmandu,East
437,30000000,Bhangal,2.5,4.0,6,1095.2,12.0,Kathmandu,North
438,32000000,Bhangal,2.5,6.0,5,1060.975,13.0,Kathmandu,North
439,33500000,Bhangal,3.0,4.0,4,1796.8125,12.0,Kathmandu,South
440,34000000,Bhangal,2.5,5.0,3,1711.25,13.0,Kathmandu,South West
441,34500000,Bhangal,3.0,5.0,5,2395.75,15.0,Kathmandu,South West
442,35000000,Bhangal,2.5,4.0,6,2053.5,13.0,Kathmandu,South
443,35000000,Bhangal,2.5,3.0,3,1711.25,14.0,Kathmandu,East
444,40000000,Bhangal,2.5,4.0,5,1711.25,20.0,Kathmandu,East
445,45000000,Bhangal,3.0,6.0,7,1745.475,13.0,Kathmandu,South West
446,56000000,Bhangal,3.5,3.0,6,2738.0,13.0,Kathmandu,West
447,27500000,Bhangal,2.5,3.0,5,1112.31,13.0,Kathmandu,West
448,37000000,Bhangal,3.5,4.0,5,1604.29,13.0,Kathmandu,West
449,20000000,Bhangal,3.5,3.0,6,1048.14,13.0,Kathmandu,West
450,18000000,other,2.5,3.0,6,1069.53,13.0,Kathmandu,South
451,25000000,other,2.5,4.0,4,2053.5,20.0,Kathmandu,South East
452,22500000,other,2.5,3.0,4,1026.75,13.0,Lalitpur,East
453,26500000,other,2.5,3.0,5,1095.2,11.0,Lalitpur,South West
454,34000000,other,3.0,4.0,5,1095.2,13.0,Kathmandu,West
455,41500000,other,2.5,2.0,6,1026.75,13.0,Kathmandu,West
456,24000000,other,2.5,3.0,6,1048.140625,13.0,Kathmandu,South West
457,24000000,other,3.0,3.0,7,1026.75,14.5,Kathmandu,North West
458,30500000,other,2.5,4.0,5,1437.45,13.0,Kathmandu,South
459,56500000,other,3.0,4.0,4,2053.5,13.0,Kathmandu,West
460,48000000,other,3.0,3.0,6,2738.0,12.0,Kathmandu,North West
461,18500000,other,2.5,3.0,3,1155.09375,13.0,Bhaktapur,East
462,28000000,other,2.5,3.0,6,1369.0,13.0,Bhaktapur,North West
463,27000000,other,3.0,3.0,6,1711.25,13.0,Bhaktapur,West
464,25000000,other,2.5,4.0,7,1711.25,13.0,Bhaktapur,West
465,20000000,other,2.0,2.0,5,1026.75,13.0,Kathmandu,East
466,27500000,other,3.0,4.0,6,1155.09375,13.0,Lalitpur,North West
467,42500000,Boudha,2.5,4.0,7,1796.81,13.0,Kathmandu,West
468,35000000,Boudha,3.0,5.0,5,1711.25,13.0,Kathmandu,West
469,34000000,Boudha,2.5,3.0,6,1197.875,13.0,Kathmandu,West
470,28000000,Boudha,2.5,4.0,5,1026.75,13.0,Kathmandu,West
472,20531250,Boudha,3.0,3.0,4,1561.515625,16.0,Kathmandu,South West
474,26500000,Boudha,2.5,3.0,5,1262.046875,13.0,Kathmandu,North
475,27000000,Boudha,3.5,4.0,4,1369.0,13.0,Kathmandu,East
476,35000000,Boudha,2.5,4.0,5,1754.03125,20.0,Kathmandu,West
477,30000000,Boudha,3.5,4.0,9,1369.0,13.0,Kathmandu,West
478,41500000,other,2.5,5.0,6,1745.475,13.0,Kathmandu,West
479,39000000,other,2.5,4.0,5,1779.7,13.0,Kathmandu,East
480,48500000,other,2.5,5.0,6,1176.48,13.0,Kathmandu,West
481,80000000,other,2.5,3.0,5,2117.67,13.0,Kathmandu,West
483,29900000,other,2.5,3.0,5,1026.75,10.0,Kathmandu,South
484,12000000,Budhanilkantha,2.5,3.0,4,1026.75,13.0,Kathmandu,West
485,17500000,Budhanilkantha,2.5,3.0,3,1026.75,13.0,Kathmandu,West
486,57500000,Budhanilkantha,3.0,4.0,4,2909.125,13.0,Kathmandu,West
487,39000000,Budhanilkantha,3.0,4.0,3,2652.43,13.0,Kathmandu,West
488,49000000,Budhanilkantha,3.0,5.0,6,1711.25,13.0,Kathmandu,West
489,47500000,Budhanilkantha,3.0,5.0,3,2053.5,13.0,Kathmandu,West
490,65000000,Budhanilkantha,3.0,5.0,5,2395.75,13.0,Kathmandu,West
491,35000000,Budhanilkantha,3.0,3.0,4,2395.75,13.0,Kathmandu,West
492,67500000,Budhanilkantha,3.0,4.0,5,2310.1875,13.0,Kathmandu,West
493,65000000,Budhanilkantha,3.0,3.0,5,2566.875,13.0,Kathmandu,West
494,82000000,Budhanilkantha,2.5,3.0,5,1369.0,13.0,Kathmandu,West
495,21000000,Budhanilkantha,2.5,3.0,4,1026.75,13.0,Kathmandu,West
496,13500000,Budhanilkantha,2.0,2.0,2,1711.25,13.0,Kathmandu,West
497,17000000,Budhanilkantha,2.5,2.0,2,1369.0,13.0,Kathmandu,West
498,40000000,Budhanilkantha,2.5,2.0,2,1711.25,13.0,Kathmandu,West
499,39000000,Budhanilkantha,2.5,4.0,4,2053.5,13.0,Kathmandu,West
500,51000000,Budhanilkantha,2.5,5.0,5,1711.25,13.0,Kathmandu,West
501,17000000,Budhanilkantha,2.5,2.0,6,1437.45,13.0,Kathmandu,West
502,41500000,Budhanilkantha,2.6,4.0,5,2121.95,13.0,Kathmandu,West
503,37500000,Budhanilkantha,3.0,3.0,6,2053.5,13.0,Kathmandu,West
504,29000000,Budhanilkantha,3.0,4.0,5,1060.975,13.0,Kathmandu,West
505,27500000,Budhanilkantha,3.0,3.0,8,1711.25,13.0,Kathmandu,West
506,38500000,Budhanilkantha,3.0,5.0,6,1604.29,13.0,Kathmandu,West
507,38000000,Budhanilkantha,3.0,5.0,5,1711.25,13.0,Kathmandu,West
508,60000000,Budhanilkantha,3.0,5.0,8,2053.5,13.0,Kathmandu,West
509,25000000,Budhanilkantha,3.0,5.0,5,1540.125,13.0,Kathmandu,West
510,35000000,Budhanilkantha,3.0,4.0,4,1369.0,13.0,Kathmandu,West
511,42500000,Budhanilkantha,3.0,5.0,5,1369.0,13.0,Kathmandu,West
512,42500000,Budhanilkantha,3.0,5.0,4,1369.0,13.0,Kathmandu,West
513,34000000,Budhanilkantha,3.0,4.0,5,1369.0,13.0,Kathmandu,West
514,28000000,Budhanilkantha,3.0,4.0,5,1369.0,13.0,Kathmandu,West
515,31500000,Budhanilkantha,3.0,5.0,9,1369.0,13.0,Kathmandu,West
516,24500000,Budhanilkantha,3.0,3.0,3,1129.425,13.0,Kathmandu,West
517,28000000,Budhanilkantha,3.0,5.0,4,1026.75,13.0,Kathmandu,West
518,21000000,Budhanilkantha,3.0,5.0,9,1026.75,13.0,Kathmandu,West
519,30000000,Budhanilkantha,3.5,3.0,4,1711.25,13.0,Kathmandu,West
520,49500000,Budhanilkantha,3.5,5.0,5,1711.25,13.0,Kathmandu,West
521,45000000,Budhanilkantha,3.5,2.0,5,1711.25,13.0,Kathmandu,West
522,46000000,Budhanilkantha,3.5,5.0,5,1711.25,13.0,Kathmandu,West
523,47000000,Budhanilkantha,3.5,5.0,4,2053.5,13.0,Kathmandu,West
524,33000000,Budhanilkantha,3.5,4.0,6,2738.0,13.0,Kathmandu,West
525,60000000,Budhanilkantha,3.0,5.0,3,2053.5,13.0,Kathmandu,West
526,21500000,Budhanilkantha,3.0,3.0,5,1129.425,13.0,Kathmandu,West
527,34000000,Budhanilkantha,3.0,3.0,5,1369.0,13.0,Kathmandu,West
528,35000000,Budhanilkantha,2.5,3.0,4,1369.0,13.0,Kathmandu,West
529,35500000,Budhanilkantha,2.5,5.0,8,1369.0,13.0,Kathmandu,West
530,45000000,Budhanilkantha,2.5,5.0,5,1369.0,13.0,Kathmandu,West
531,21000000,Budhanilkantha,2.5,3.0,5,1796.81,13.0,Kathmandu,West
532,39500000,Budhanilkantha,2.5,5.0,4,1500.0,13.0,Kathmandu,West
533,39500000,Budhanilkantha,2.5,4.0,4,1711.25,13.0,Kathmandu,West
534,25500000,Budhanilkantha,2.5,4.0,6,1711.25,13.0,Kathmandu,West
535,55000000,Budhanilkantha,2.5,4.0,5,2395.75,13.0,Kathmandu,West
536,37500000,Budhanilkantha,2.5,3.0,9,1860.98,13.0,Kathmandu,West
537,60000000,Budhanilkantha,2.5,4.0,8,2139.06,13.0,Kathmandu,West
538,16000000,Budhanilkantha,3.0,3.0,4,1112.3125,10.0,Kathmandu,East
540,16500000,Budhanilkantha,2.5,3.0,9,1711.25,14.0,Kathmandu,South
541,18000000,Budhanilkantha,3.0,5.0,5,1112.3125,13.0,Kathmandu,North
542,19000000,Budhanilkantha,3.0,4.0,8,1197.875,10.0,Kathmandu,North
543,19000000,Budhanilkantha,2.0,3.0,4,1026.75,15.0,Kathmandu,East
544,21800000,Budhanilkantha,3.0,6.0,5,1454.5625,12.0,Kathmandu,North East
545,22000000,Budhanilkantha,3.0,4.0,6,1369.0,15.0,Kathmandu,East
546,22500000,Budhanilkantha,2.0,3.0,4,1026.75,13.0,Kathmandu,South
547,22500000,Budhanilkantha,3.0,5.0,5,1026.75,14.0,Kathmandu,South East
548,22500000,Budhanilkantha,3.0,3.0,4,1090.921875,15.0,Kathmandu,East
549,22500000,Budhanilkantha,3.0,6.0,6,1112.3125,18.0,Kathmandu,North East
550,23000000,Budhanilkantha,3.0,3.0,4,1197.875,16.0,Kathmandu,East
551,23500000,Budhanilkantha,2.5,3.0,6,1060.975,12.0,Kathmandu,East
552,24000000,Budhanilkantha,2.0,3.0,4,1369.0,14.0,Kathmandu,East
553,24500000,Budhanilkantha,2.5,3.0,3,1129.425,13.0,Kathmandu,West
554,24500000,Budhanilkantha,2.5,4.0,6,1197.875,13.0,Kathmandu,East
555,25000000,Budhanilkantha,2.0,5.0,7,1540.125,12.0,Kathmandu,North West
556,25000000,Budhanilkantha,3.0,3.0,4,2738.0,13.0,Kathmandu,West
557,25000000,Budhanilkantha,3.0,3.0,9,1026.75,13.0,Kathmandu,South
558,25500000,Budhanilkantha,3.0,4.0,6,1796.8125,13.0,Kathmandu,East
559,26500000,Budhanilkantha,3.0,6.0,6,1369.0,13.0,Kathmandu,East
560,26500000,Budhanilkantha,2.5,4.0,4,1060.975,18.0,Kathmandu,North
561,27000000,Budhanilkantha,3.0,6.0,6,1796.8125,14.0,Kathmandu,East
562,28000000,Budhanilkantha,2.5,4.0,4,1026.75,13.0,Kathmandu,South
563,28000000,Budhanilkantha,3.0,6.0,6,1369.0,13.0,Kathmandu,South East
564,28000000,Budhanilkantha,3.0,3.0,5,1433.171875,13.0,Kathmandu,North West
565,28500000,Budhanilkantha,2.0,3.0,3,1796.8125,18.0,Kathmandu,South West
566,29000000,Budhanilkantha,2.5,5.0,6,1095.2,12.0,Kathmandu,North
567,29000000,Budhanilkantha,3.0,5.0,5,1711.25,14.0,Kathmandu,South
568,29800000,Budhanilkantha,3.0,5.0,5,1369.0,15.0,Kathmandu,East
569,29900000,Budhanilkantha,3.0,6.0,7,1711.25,20.0,Kathmandu,South West
570,30000000,Budhanilkantha,2.5,4.0,5,1711.25,13.0,Kathmandu,South West
571,30500000,Budhanilkantha,2.0,5.0,5,1369.0,13.0,Kathmandu,West
572,30500000,Budhanilkantha,3.0,4.0,4,1711.25,15.0,Kathmandu,North East
573,31000000,Budhanilkantha,3.0,5.0,5,1796.8125,14.0,Kathmandu,South West
574,31000000,Budhanilkantha,2.0,4.0,4,1540.125,14.0,Kathmandu,East
575,31000000,Budhanilkantha,2.5,5.0,5,1437.45,19.0,Kathmandu,South West
576,31000000,Budhanilkantha,2.5,6.0,5,1882.375,20.0,Kathmandu,North
577,32000000,Budhanilkantha,3.0,4.0,5,1796.8125,13.0,Kathmandu,South East
578,32000000,Budhanilkantha,2.5,4.0,5,2053.5,13.0,Kathmandu,South
579,32000000,Budhanilkantha,2.5,5.0,6,1026.75,15.0,Kathmandu,North West
580,32000000,Budhanilkantha,3.0,6.0,4,2139.0625,20.0,Kathmandu,North
581,32000000,Budhanilkantha,2.5,4.0,4,1369.0,20.0,Kathmandu,South
582,32500000,Budhanilkantha,3.0,5.0,5,1369.0,13.0,Kathmandu,East
583,32500000,Budhanilkantha,3.0,4.0,5,1369.0,13.0,Kathmandu,South
584,32500000,Budhanilkantha,3.0,4.0,5,1540.125,14.0,Kathmandu,West
585,32500000,Budhanilkantha,3.0,4.0,5,1369.0,15.0,Kathmandu,East
586,32500000,Budhanilkantha,2.0,4.0,4,2139.0625,15.0,Kathmandu,East
587,32900000,Budhanilkantha,2.5,5.0,8,2139.0625,14.0,Kathmandu,North East
588,33000000,Budhanilkantha,3.0,3.0,7,1540.12,13.0,Kathmandu,South East
589,33000000,Budhanilkantha,3.0,6.0,5,1711.25,13.0,Kathmandu,North
590,33000000,Budhanilkantha,3.0,4.0,3,1347.609375,20.0,Kathmandu,East
591,33500000,Budhanilkantha,3.0,5.0,6,1369.0,13.0,Kathmandu,North
592,34000000,Budhanilkantha,2.0,3.0,5,1369.0,16.0,Kathmandu,North East
593,34500000,Budhanilkantha,2.5,5.0,6,1369.0,13.0,Kathmandu,West
594,35000000,Budhanilkantha,3.0,4.0,5,2845.0,12.0,Kathmandu,East
595,35000000,Budhanilkantha,3.0,3.0,4,1369.0,14.0,Kathmandu,North
596,35000000,Budhanilkantha,3.0,6.0,6,2738.0,20.0,Kathmandu,East
597,36000000,Budhanilkantha,3.0,5.0,5,2053.5,13.0,Kathmandu,East
598,36000000,Budhanilkantha,3.0,7.0,5,2053.5,14.0,Kathmandu,East
599,36000000,Budhanilkantha,2.5,5.0,6,1711.25,14.0,Kathmandu,South West
600,36000000,Budhanilkantha,2.5,5.0,4,1369.0,15.0,Kathmandu,West
601,36000000,Budhanilkantha,2.0,4.0,5,2053.5,15.0,Kathmandu,North East
602,36500000,Budhanilkantha,2.0,4.0,5,2139.0625,20.0,Kathmandu,East
603,37000000,Budhanilkantha,2.5,5.0,6,2053.5,13.0,Kathmandu,North
604,37000000,Budhanilkantha,3.0,5.0,5,2738.0,15.0,Kathmandu,South East
605,37000000,Budhanilkantha,3.0,6.0,6,2053.5,16.0,Kathmandu,East
606,37500000,Budhanilkantha,3.0,5.0,6,1369.0,13.0,Kathmandu,North
607,37500000,Budhanilkantha,2.5,4.0,5,1540.12,14.0,Kathmandu,South West
608,37500000,Budhanilkantha,2.0,2.0,8,1711.25,20.0,Kathmandu,West
609,38000000,Budhanilkantha,2.5,3.0,4,2087.725,16.66666667,Kathmandu,South East
610,38500000,Budhanilkantha,2.5,5.0,7,1369.0,13.0,Kathmandu,North East
611,39000000,Budhanilkantha,2.5,6.0,6,2053.5,14.0,Kathmandu,South West
612,39000000,Budhanilkantha,3.0,6.0,6,2053.5,14.5,Kathmandu,South West
613,39500000,Budhanilkantha,3.0,5.0,7,1711.25,13.0,Kathmandu,South East
614,40000000,Budhanilkantha,2.5,4.0,5,1471.675,13.0,Kathmandu,West
615,40000000,Budhanilkantha,2.5,6.0,6,1711.25,15.0,Kathmandu,South East
616,40000000,Budhanilkantha,3.0,5.0,5,2823.5625,20.0,Kathmandu,East
617,40500000,Budhanilkantha,2.5,4.0,5,1711.25,20.0,Kathmandu,East
618,41000000,Budhanilkantha,2.0,4.0,5,2823.5625,13.0,Kathmandu,East
619,41000000,Budhanilkantha,2.5,5.0,5,2053.5,13.0,Kathmandu,South
620,41500000,Budhanilkantha,2.5,6.0,6,1745.475,13.0,Kathmandu,North West
621,42000000,Budhanilkantha,3.0,5.0,5,2738.0,20.0,Kathmandu,East
622,42500000,Budhanilkantha,3.0,4.0,5,1711.25,13.0,Kathmandu,South East
623,42500000,Budhanilkantha,3.0,5.0,5,2738.0,13.0,Kathmandu,East
624,42500000,Budhanilkantha,3.0,4.0,5,1454.5625,13.0,Kathmandu,West
625,42500000,Budhanilkantha,2.0,5.0,5,1283.4375,16.0,Kathmandu,South East
626,44500000,Budhanilkantha,3.0,5.0,6,2823.5625,15.0,Kathmandu,South East
627,44500000,Budhanilkantha,3.0,5.0,5,1711.25,16.0,Kathmandu,South
628,45000000,Budhanilkantha,2.5,3.0,6,2806.45,12.5,Kathmandu,South East
629,45000000,Budhanilkantha,3.0,6.0,5,2053.5,13.0,Kathmandu,North East
630,45000000,Budhanilkantha,2.5,5.0,6,1711.25,13.0,Kathmandu,West
631,45000000,Budhanilkantha,3.0,4.0,6,1711.25,13.0,Kathmandu,East
632,45000000,Budhanilkantha,3.0,4.0,5,1625.6875,13.0,Kathmandu,South
633,45000000,Budhanilkantha,2.5,6.0,5,1711.25,15.0,Kathmandu,North West
634,45000000,Budhanilkantha,3.0,5.0,4,2395.75,15.0,Kathmandu,South East
635,45000000,Budhanilkantha,3.0,7.0,5,2738.0,20.0,Kathmandu,South East
636,45000000,Budhanilkantha,2.5,5.0,5,2395.75,20.0,Kathmandu,East
637,45000000,Budhanilkantha,3.0,4.0,3,1540.125,20.0,Kathmandu,South West
638,45000000,Budhanilkantha,3.0,4.0,4,2738.0,20.0,Kathmandu,South
639,46000000,Budhanilkantha,2.5,6.0,5,1711.25,14.0,Kathmandu,West
640,46500000,Budhanilkantha,2.5,4.0,5,1711.25,16.0,Kathmandu,South
641,47500000,Budhanilkantha,2.5,5.0,5,2053.5,20.0,Kathmandu,East
642,49000000,Budhanilkantha,3.0,5.0,5,3165.8125,13.0,Kathmandu,West
643,49500000,Budhanilkantha,2.5,5.0,5,1967.9375,13.0,Kathmandu,South
644,50000000,Budhanilkantha,3.0,5.0,4,1796.8125,14.0,Kathmandu,East
645,50000000,Budhanilkantha,2.5,5.0,4,1745.475,15.0,Kathmandu,East
646,50000000,Budhanilkantha,2.0,4.0,5,3165.8125,20.0,Kathmandu,East
647,50000000,Budhanilkantha,3.0,4.0,4,1796.8125,20.0,Kathmandu,West
648,51500000,Budhanilkantha,2.0,3.0,5,2840.675,13.0,Kathmandu,South West
649,52500000,Budhanilkantha,3.0,4.0,9,2738.0,13.0,Kathmandu,North
650,52500000,Budhanilkantha,3.0,5.0,5,2738.0,20.0,Kathmandu,South East
651,53000000,Budhanilkantha,3.0,3.0,5,1882.375,14.0,Kathmandu,North
652,55000000,Budhanilkantha,2.5,5.0,5,2566.875,13.0,Kathmandu,North East
653,55000000,Budhanilkantha,2.5,4.0,4,2806.45,13.0,Kathmandu,North East
654,55000000,Budhanilkantha,2.0,4.0,4,2909.125,13.0,Kathmandu,North East
655,55000000,Budhanilkantha,3.0,5.0,4,3080.25,18.0,Kathmandu,North
656,55000000,Budhanilkantha,3.5,8.0,7,2566.875,19.5,Kathmandu,South West
657,55000000,Budhanilkantha,3.0,4.0,4,3080.25,20.0,Kathmandu,South East
658,57000000,Budhanilkantha,3.0,4.0,4,2395.75,13.0,Kathmandu,South West
659,57500000,Budhanilkantha,2.5,3.0,4,3080.25,12.0,Kathmandu,South
660,57500000,Budhanilkantha,3.0,5.0,4,2738.0,20.0,Kathmandu,South West
661,58000000,Budhanilkantha,2.5,5.0,5,2053.5,14.0,Kathmandu,South
662,58000000,Budhanilkantha,3.0,5.0,5,2481.3125,20.0,Kathmandu,East
663,58000000,Budhanilkantha,3.0,4.0,9,2823.5625,20.0,Kathmandu,East
664,59000000,Budhanilkantha,3.0,6.0,4,2652.4375,20.0,Kathmandu,South East
665,59500000,Budhanilkantha,3.0,5.0,5,2053.5,13.0,Kathmandu,South
666,60000000,Budhanilkantha,2.5,5.0,4,3114.475,13.0,Kathmandu,South West
667,60000000,Budhanilkantha,2.5,4.0,7,3123.03125,13.0,Kathmandu,East
668,61000000,Budhanilkantha,2.5,5.0,6,2053.5,15.0,Kathmandu,North East
669,62500000,Budhanilkantha,2.5,6.0,6,2121.95,15.0,Kathmandu,North East
670,62500000,Budhanilkantha,2.5,5.0,4,2053.5,20.0,Kathmandu,East
671,63000000,Budhanilkantha,3.5,5.0,6,2566.875,16.0,Kathmandu,East
672,65000000,Budhanilkantha,2.0,4.0,5,2738.0,20.0,Kathmandu,East
673,68000000,Budhanilkantha,3.0,6.0,5,2738.0,20.0,Kathmandu,South West
674,70000000,Budhanilkantha,2.5,6.0,5,2395.75,14.0,Kathmandu,South East
675,70000000,Budhanilkantha,2.5,5.0,6,2738.0,20.0,Kathmandu,West
676,77500000,Budhanilkantha,3.0,5.0,5,2823.5625,20.0,Kathmandu,East
677,44000000,Budhanilkantha,2.5,3.0,4,1505.9,13.0,Kathmandu,West
678,49500000,Budhanilkantha,3.0,3.0,5,2053.5,13.0,Kathmandu,West
679,47500000,Budhanilkantha,2.5,3.0,5,2464.2,13.0,Kathmandu,West
680,42500000,Budhanilkantha,3.0,5.0,5,1197.875,13.0,Kathmandu,West
681,65000000,Budhanilkantha,2.5,5.0,5,2395.75,13.0,Kathmandu,West
682,22500000,Budhanilkantha,2.5,4.0,4,1026.75,13.0,Kathmandu,West
683,48500000,Budhanilkantha,2.5,3.0,4,2395.75,13.0,Kathmandu,West
684,57500000,Budhanilkantha,2.5,5.0,6,2053.5,13.0,Kathmandu,West
685,42500000,Budhanilkantha,2.5,4.0,6,2053.5,13.0,Kathmandu,West
686,19500000,Budhanilkantha,2.5,3.0,4,3020.0,13.0,Kathmandu,West
687,23000000,Budhanilkantha,2.5,3.0,7,1026.75,13.0,Kathmandu,West
688,53000000,Budhanilkantha,2.5,4.0,4,3080.25,13.0,Kathmandu,West
689,50000000,Budhanilkantha,3.5,5.0,5,1967.93,13.0,Kathmandu,West
690,37500000,Budhanilkantha,3.0,3.0,5,1711.25,13.0,Kathmandu,West
691,60000000,Budhanilkantha,3.0,2.0,5,2053.5,13.0,Kathmandu,West
692,40000000,Budhanilkantha,2.5,5.0,5,2738.0,13.0,Kathmandu,West
693,45000000,Budhanilkantha,2.5,5.0,5,2395.75,13.0,Kathmandu,West
694,55000000,Budhanilkantha,2.5,3.0,3,1711.25,13.0,Kathmandu,West
695,27000000,Budhanilkantha,2.5,3.0,5,1369.0,13.0,Kathmandu,West
696,28500000,Budhanilkantha,2.5,4.0,6,1026.75,13.0,Kathmandu,West
697,26500000,Budhanilkantha,2.5,4.0,5,1026.75,13.0,Kathmandu,West
698,19000000,Budhanilkantha,2.5,3.0,5,1026.75,13.0,Kathmandu,West
699,26500000,Budhanilkantha,2.5,5.0,6,1369.0,13.0,Kathmandu,West
700,17500000,Budhanilkantha,2.5,4.0,5,1423.76,13.0,Kathmandu,West
701,26500000,Budhanilkantha ,2.5,5.0,6,1095.2,13.0,Kathmandu,West
702,21000000,Budhanilkantha ,2.5,4.0,6,1026.75,13.0,Kathmandu,West
703,36000000,Budhanilkantha ,2.5,4.0,7,1711.25,13.0,Kathmandu,West
704,62500000,Budhanilkantha ,2.5,4.0,5,2395.75,13.0,Kathmandu,West
705,51500000,Budhanilkantha ,2.5,4.0,4,1711.25,13.0,Kathmandu,West
